ElectionDate,PartyCode,PartyName,RaceCode,OfficeDesc,CountyCode,CountyName,Juris1num,Juris2num,Precincts,PrecinctsReporting,CanNameLast,CanNameFirst,CanNameMiddle,CanVotes
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,JAC,Jackson,,,14,14,No for Rejection,,,3943
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,JAC,Jackson,,,14,14,No for Rejection,,,5480
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",JAC,Jackson,,,14,14,No for Rejection,,,4458
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,JAC,Jackson,,,14,14,No for Rejection,,,6694
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,JAC,Jackson,,,14,14,No for Rejection,,,3857
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,JAC,Jackson,,,14,14,No for Rejection,,,4961
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,JAC,Jackson,,,14,14,No for Rejection,,,6146
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,JAC,Jackson,,,14,14,No for Rejection,,,4074
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,JAC,Jackson,,,14,14,No for Rejection,,,4223
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,JAC,Jackson,,,14,14,No for Rejection,,,6164
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,JAC,Jackson,,,14,14,No for Rejection,,,8393
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,JEF,Jefferson,,,16,16,No for Rejection,,,3747
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,JEF,Jefferson,,,16,16,No for Rejection,,,3074
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,JEF,Jefferson,,,16,16,No for Rejection,,,2926
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,JEF,Jefferson,,,16,16,No for Rejection,,,2445
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,JEF,Jefferson,,,16,16,No for Rejection,,,3659
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,JEF,Jefferson,,,16,16,No for Rejection,,,2780
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,JEF,Jefferson,,,16,16,No for Rejection,,,2289
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,JEF,Jefferson,,,16,16,No for Rejection,,,2813
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",JEF,Jefferson,,,16,16,No for Rejection,,,2984
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,JEF,Jefferson,,,16,16,No for Rejection,,,3087
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,JEF,Jefferson,,,16,16,No for Rejection,,,2728
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,JEF,Jefferson,,,16,16,No for Rejection,,,3185
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,LAF,Lafayette,,,5,5,No for Rejection,,,1593
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,LAF,Lafayette,,,5,5,No for Rejection,,,1067
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,LAF,Lafayette,,,5,5,No for Rejection,,,1149
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",LAF,Lafayette,,,5,5,No for Rejection,,,903
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,LAF,Lafayette,,,5,5,No for Rejection,,,1614
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,LAF,Lafayette,,,5,5,No for Rejection,,,1102
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,LAF,Lafayette,,,5,5,No for Rejection,,,820
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,LAF,Lafayette,,,5,5,No for Rejection,,,1383
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,LAF,Lafayette,,,5,5,No for Rejection,,,1013
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,LAF,Lafayette,,,5,5,No for Rejection,,,1015
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,LAF,Lafayette,,,5,5,No for Rejection,,,1428
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,LAF,Lafayette,,,5,5,No for Rejection,,,1898
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,LAK,Lake,,,102,102,No for Rejection,,,46095
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,LAK,Lake,,,102,102,No for Rejection,,,53898
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,LAK,Lake,,,102,102,No for Rejection,,,46442
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,LAK,Lake,,,102,102,No for Rejection,,,23575
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,LAK,Lake,,,102,102,No for Rejection,,,55702
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,LAK,Lake,,,102,102,No for Rejection,,,46414
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,LAK,Lake,,,102,102,No for Rejection,,,41360
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,LAK,Lake,,,102,102,No for Rejection,,,58911
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",LAK,Lake,,,102,102,No for Rejection,,,42898
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,LAK,Lake,,,102,102,No for Rejection,,,51950
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,LAK,Lake,,,102,102,No for Rejection,,,44362
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,LAK,Lake,,,102,102,No for Rejection,,,54194
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,LEE,Lee,,,127,127,No for Rejection,,,88758
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,LEE,Lee,,,127,127,No for Rejection,,,81679
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,LEE,Lee,,,127,127,No for Rejection,,,86762
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",LEE,Lee,,,127,127,No for Rejection,,,68956
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,LEE,Lee,,,127,127,No for Rejection,,,119897
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,LEE,Lee,,,127,127,No for Rejection,,,81737
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,LEE,Lee,,,127,127,No for Rejection,,,68898
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,LEE,Lee,,,127,127,No for Rejection,,,86052
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,LEE,Lee,,,127,127,No for Rejection,,,47648
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,LEE,Lee,,,127,127,No for Rejection,,,83457
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,LEE,Lee,,,127,127,No for Rejection,,,90870
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,LEE,Lee,,,127,127,No for Rejection,,,92209
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,LEO,Leon,,,155,155,No for Rejection,,,47077
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,LEO,Leon,,,155,155,No for Rejection,,,49708
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,LEO,Leon,,,155,155,No for Rejection,,,59012
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,LEO,Leon,,,155,155,No for Rejection,,,44386
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,LEO,Leon,,,155,155,No for Rejection,,,76822
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,LEO,Leon,,,155,155,No for Rejection,,,62702
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,LEO,Leon,,,155,155,No for Rejection,,,46200
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,LEO,Leon,,,155,155,No for Rejection,,,36891
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",LEO,Leon,,,155,155,No for Rejection,,,65352
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,LEO,Leon,,,155,155,No for Rejection,,,65499
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,LEO,Leon,,,155,155,No for Rejection,,,57980
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,LEO,Leon,,,155,155,No for Rejection,,,44147
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,LEV,Levy,,,13,13,No for Rejection,,,7579
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,LEV,Levy,,,13,13,No for Rejection,,,5562
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,LEV,Levy,,,13,13,No for Rejection,,,6049
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",LEV,Levy,,,13,13,No for Rejection,,,4803
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,LEV,Levy,,,13,13,No for Rejection,,,8075
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,LEV,Levy,,,13,13,No for Rejection,,,4917
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,LEV,Levy,,,13,13,No for Rejection,,,5158
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,LEV,Levy,,,13,13,No for Rejection,,,6959
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,LEV,Levy,,,13,13,No for Rejection,,,4205
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,LEV,Levy,,,13,13,No for Rejection,,,6953
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,LEV,Levy,,,13,13,No for Rejection,,,5144
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,LEV,Levy,,,13,13,No for Rejection,,,9004
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,LIB,Liberty,,,8,8,No for Rejection,,,1532
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,LIB,Liberty,,,8,8,No for Rejection,,,857
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,LIB,Liberty,,,8,8,No for Rejection,,,1176
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,LIB,Liberty,,,8,8,No for Rejection,,,798
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,LIB,Liberty,,,8,8,No for Rejection,,,1078
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,LIB,Liberty,,,8,8,No for Rejection,,,881
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,LIB,Liberty,,,8,8,No for Rejection,,,778
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,LIB,Liberty,,,8,8,No for Rejection,,,1205
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",LIB,Liberty,,,8,8,No for Rejection,,,810
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,LIB,Liberty,,,8,8,No for Rejection,,,902
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,LIB,Liberty,,,8,8,No for Rejection,,,745
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,LIB,Liberty,,,8,8,No for Rejection,,,1369
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,MAD,Madison,,,11,11,No for Rejection,,,3328
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,MAD,Madison,,,11,11,No for Rejection,,,2793
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,MAD,Madison,,,11,11,No for Rejection,,,3146
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",MAD,Madison,,,11,11,No for Rejection,,,2869
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,MAD,Madison,,,11,11,No for Rejection,,,3295
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,MAD,Madison,,,11,11,No for Rejection,,,2281
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,MAD,Madison,,,11,11,No for Rejection,,,2589
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,MAD,Madison,,,11,11,No for Rejection,,,3805
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,MAD,Madison,,,11,11,No for Rejection,,,2610
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,MAD,Madison,,,11,11,No for Rejection,,,3364
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,MAD,Madison,,,11,11,No for Rejection,,,2768
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,MAD,Madison,,,11,11,No for Rejection,,,4329
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,MAN,Manatee,,,70,70,No for Rejection,,,55517
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,MAN,Manatee,,,70,70,No for Rejection,,,52877
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,MAN,Manatee,,,70,70,No for Rejection,,,50521
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,MAN,Manatee,,,70,70,No for Rejection,,,27141
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,MAN,Manatee,,,70,70,No for Rejection,,,58170
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,MAN,Manatee,,,70,70,No for Rejection,,,49923
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,MAN,Manatee,,,70,70,No for Rejection,,,42506
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,MAN,Manatee,,,70,70,No for Rejection,,,61980
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",MAN,Manatee,,,70,70,No for Rejection,,,46497
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,MAN,Manatee,,,70,70,No for Rejection,,,55857
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,MAN,Manatee,,,70,70,No for Rejection,,,47871
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,MAN,Manatee,,,70,70,No for Rejection,,,48256
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,MRN,Marion,,,125,125,No for Rejection,,,54111
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,MRN,Marion,,,125,125,No for Rejection,,,49093
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,MRN,Marion,,,125,125,No for Rejection,,,54128
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",MRN,Marion,,,125,125,No for Rejection,,,45108
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,MRN,Marion,,,125,125,No for Rejection,,,61451
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,MRN,Marion,,,125,125,No for Rejection,,,38689
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,MRN,Marion,,,125,125,No for Rejection,,,47208
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,MRN,Marion,,,125,125,No for Rejection,,,62396
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,MRN,Marion,,,125,125,No for Rejection,,,31328
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,MRN,Marion,,,125,125,No for Rejection,,,56436
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,MRN,Marion,,,125,125,No for Rejection,,,47806
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,MRN,Marion,,,125,125,No for Rejection,,,50314
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,MRT,Martin,,,30,30,No for Rejection,,,22001
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,MRT,Martin,,,30,30,No for Rejection,,,24936
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,MRT,Martin,,,30,30,No for Rejection,,,22768
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,MRT,Martin,,,30,30,No for Rejection,,,25892
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,MRT,Martin,,,30,30,No for Rejection,,,13233
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,MRT,Martin,,,30,30,No for Rejection,,,27738
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,MRT,Martin,,,30,30,No for Rejection,,,19479
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,MRT,Martin,,,30,30,No for Rejection,,,21074
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,MRT,Martin,,,30,30,No for Rejection,,,32474
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",MRT,Martin,,,30,30,No for Rejection,,,22008
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,MRT,Martin,,,30,30,No for Rejection,,,26386
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,MRT,Martin,,,30,30,No for Rejection,,,26603
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,DAD,Miami-Dade,,,902,902,No for Rejection,,,236657
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,DAD,Miami-Dade,,,902,902,No for Rejection,,,177100
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,DAD,Miami-Dade,,,902,902,No for Rejection,,,281743
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",DAD,Miami-Dade,,,902,902,No for Rejection,,,274605
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,DAD,Miami-Dade,,,902,902,No for Rejection,,,243993
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,DAD,Miami-Dade,,,902,902,No for Rejection,,,190696
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,DAD,Miami-Dade,,,902,902,No for Rejection,,,228808
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,DAD,Miami-Dade,,,902,902,No for Rejection,,,295532
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,DAD,Miami-Dade,,,902,902,No for Rejection,,,146471
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,DAD,Miami-Dade,,,902,902,No for Rejection,,,113957
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,DAD,Miami-Dade,,,902,902,No for Rejection,,,312738
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,DAD,Miami-Dade,,,902,902,No for Rejection,,,252063
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,MON,Monroe,,,33,33,No for Rejection,,,11949
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,MON,Monroe,,,33,33,No for Rejection,,,11639
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,MON,Monroe,,,33,33,No for Rejection,,,5153
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,MON,Monroe,,,33,33,No for Rejection,,,8801
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,MON,Monroe,,,33,33,No for Rejection,,,12369
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,MON,Monroe,,,33,33,No for Rejection,,,11217
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,MON,Monroe,,,33,33,No for Rejection,,,7761
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,MON,Monroe,,,33,33,No for Rejection,,,12735
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",MON,Monroe,,,33,33,No for Rejection,,,10381
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,MON,Monroe,,,33,33,No for Rejection,,,12891
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,MON,Monroe,,,33,33,No for Rejection,,,8945
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,MON,Monroe,,,33,33,No for Rejection,,,11370
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,NAS,Nassau,,,15,15,No for Rejection,,,13305
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,NAS,Nassau,,,15,15,No for Rejection,,,14832
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",NAS,Nassau,,,15,15,No for Rejection,,,10912
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,NAS,Nassau,,,15,15,No for Rejection,,,20761
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,NAS,Nassau,,,15,15,No for Rejection,,,11962
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,NAS,Nassau,,,15,15,No for Rejection,,,10768
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,NAS,Nassau,,,15,15,No for Rejection,,,13488
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,NAS,Nassau,,,15,15,No for Rejection,,,16195
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,NAS,Nassau,,,15,15,No for Rejection,,,8530
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,NAS,Nassau,,,15,15,No for Rejection,,,14990
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,NAS,Nassau,,,15,15,No for Rejection,,,13000
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,NAS,Nassau,,,15,15,No for Rejection,,,17717
11/6/2018,NOP,Non-Partisan,A09,Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces,OKA,Okaloosa,,,52,52,No for Rejection,,,26734
11/6/2018,NOP,Non-Partisan,A10,State and Local Government Structure and Operation,OKA,Okaloosa,,,52,52,No for Rejection,,,20037
11/6/2018,NOP,Non-Partisan,A11,Property Rights; Removal of Obsolete Provision; Criminal Statutes,OKA,Okaloosa,,,52,52,No for Rejection,,,26007
11/6/2018,NOP,Non-Partisan,A12,Lobbying and Abuse of Office by Public Officers,OKA,Okaloosa,,,52,52,No for Rejection,,,12566
11/6/2018,NOP,Non-Partisan,A13,Ends Dog Racing,OKA,Okaloosa,,,52,52,No for Rejection,,,26929
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,OKA,Okaloosa,,,52,52,No for Rejection,,,27399
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,OKA,Okaloosa,,,52,52,No for Rejection,,,20457
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,OKA,Okaloosa,,,52,52,No for Rejection,,,20043
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,OKA,Okaloosa,,,52,52,No for Rejection,,,36463
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",OKA,Okaloosa,,,52,52,No for Rejection,,,19315
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,OKA,Okaloosa,,,52,52,No for Rejection,,,26482
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,OKA,Okaloosa,,,52,52,No for Rejection,,,23135
11/6/2018,NOP,Non-Partisan,A07,First Responder and Military Member Survivor Benefits; Public Colleges and Universities,OKE,Okeechobee,,,11,11,No for Rejection,,,3239
11/6/2018,NOP,Non-Partisan,A06,Rights of Crime Victims; Judges,OKE,Okeechobee,,,11,11,No for Rejection,,,3569
11/6/2018,NOP,Non-Partisan,A05,"Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees",OKE,Okeechobee,,,11,11,No for Rejection,,,3338
11/6/2018,NOP,Non-Partisan,A04,Voting Restoration Amendment,OKE,Okeechobee,,,11,11,No for Rejection,,,5121
11/6/2018,NOP,Non-Partisan,A03,Voter Control of Gambling in Florida,OKE,Okeechobee,,,11,11,No for Rejection,,,3437
11/6/2018,NOP,Non-Partisan,A02,Limitations on Property Tax Assessments,OKE,Okeechobee,,,11,11,No for Rejection,,,3206
11/6/2018,NOP,Non-Partisan,A01,Increased Homestead Property Tax Exemption,OKE,Okeechobee,,,11,11,No for Rejection,,,4756
